population,zipcode,State_Name,County,City,Place,Type,Mean,Median,Stdev,Topic_Mortality,Data_Value_Mortality
5113,68355,Nebraska,Adams County,Falls City,Ayr,Track,52771,43636,44642,Heart Disease Mortality,358.3
5113,68355,Nebraska,Adams County,Falls City,Ayr,Track,52771,43636,44642,Heart Disease Mortality,233.7
5113,68355,Nebraska,Adams County,Falls City,Ayr,Track,52771,43636,44642,Heart Disease Mortality,419.4
5113,68355,Nebraska,Adams County,Falls City,Ayr,Track,52771,43636,44642,Heart Disease Mortality,340
5113,68355,Nebraska,Adams County,Falls City,Ayr,Track,52771,43636,44642,Heart Disease Mortality,319.6
5113,68355,Nebraska,Adams County,Falls City,Ayr,Track,52771,43636,44642,Heart Disease Mortality,307.5
5113,68355,Nebraska,Adams County,Falls City,Ayr,Track,52771,43636,44642,Heart Disease Mortality,384.5
5113,68355,Nebraska,Adams County,Falls City,Ayr,Track,52771,43636,44642,Heart Disease Mortality,262.8
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,347.5
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,308.7
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,325.7
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,401.9
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,358.3
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,233.7
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,419.4
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,340
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,319.6
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,307.5
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,384.5
730,68727,Nebraska,Adams County,Coleridge,Ayr,Track,63849,52566,50087,Heart Disease Mortality,262.8
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,347.5
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,308.7
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,325.7
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,401.9
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,358.3
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,233.7
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,419.4
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,340
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,319.6
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,307.5
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,384.5
2538,69343,Nebraska,Adams County,Gordon,Ayr,Track,58183,46174,47721,Heart Disease Mortality,262.8
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,347.5
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,308.7
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,325.7
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,401.9
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,358.3
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,233.7
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,419.4
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,340
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,319.6
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,307.5
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,384.5
1342,68970,Nebraska,Adams County,Red Cloud,Ayr,Track,45098,33180,40314,Heart Disease Mortality,262.8
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,347.5
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,308.7
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,325.7
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,401.9
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,358.3
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,233.7
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,419.4
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,340
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,319.6
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,307.5
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,384.5
1254,68636,Nebraska,Adams County,Elgin,Ayr,Track,42877,41648,26079,Heart Disease Mortality,262.8
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,347.5
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,308.7
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,325.7
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,401.9
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,358.3
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,233.7
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,419.4
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,340
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,319.6
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,307.5
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,384.5
2945,68840,Nebraska,Adams County,Gibbon,Ayr,Track,55585,49266,42695,Heart Disease Mortality,262.8
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,347.5
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,308.7
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,325.7
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,401.9
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,358.3
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,233.7
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,419.4
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,340
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,319.6
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,307.5
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,384.5
19523,68845,Nebraska,Adams County,Kearney,Ayr,Track,45592,42621,27497,Heart Disease Mortality,262.8
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,347.5
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,308.7
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,325.7
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,401.9
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,358.3
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,233.7
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,419.4
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,340
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,319.6
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,307.5
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,384.5
2504,68061,Nebraska,Adams County,Tekamah,Ayr,Track,57847,42398,47182,Heart Disease Mortality,262.8
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,347.5
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,308.7
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,325.7
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,401.9
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,358.3
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,233.7
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,419.4
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,340
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,319.6
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,307.5
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,384.5
1098,68349,Nebraska,Adams County,Elmwood,Ayr,Track,68792,55617,54983,Heart Disease Mortality,262.8
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,347.5
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,308.7
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,325.7
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,401.9
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,358.3
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,233.7
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,419.4
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,340
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,319.6
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,307.5
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,384.5
2577,69033,Nebraska,Adams County,Imperial,Ayr,Track,65238,300000,49290,Heart Disease Mortality,262.8
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,347.5
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,308.7
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,325.7
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,401.9
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,358.3
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,233.7
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,419.4
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,340
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,319.6
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,307.5
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,384.5
4005,69201,Nebraska,Adams County,Valentine,Ayr,Track,63233,50508,55298,Heart Disease Mortality,262.8
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,347.5
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,308.7
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,325.7
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,401.9
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,358.3
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,233.7
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,419.4
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,340
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,319.6
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,307.5
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,384.5
7765,69162,Nebraska,Adams County,Sidney,Ayr,Track,72635,61517,63358,Heart Disease Mortality,262.8
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,347.5
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,308.7
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,325.7
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,401.9
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,358.3
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,233.7
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,419.4
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,340
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,319.6
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,307.5
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,384.5
1344,68629,Nebraska,Adams County,Clarkson,Ayr,Track,64477,56221,46952,Heart Disease Mortality,262.8
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,347.5
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,308.7
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,325.7
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,401.9
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,358.3
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,233.7
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,419.4
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,340
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,319.6
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,307.5
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,384.5
1024,68825,Nebraska,Adams County,Callaway,Ayr,Track,58023,44846,53991,Heart Disease Mortality,262.8
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,347.5
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,308.7
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,325.7
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,401.9
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,358.3
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,233.7
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,419.4
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,340
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,319.6
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,307.5
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,384.5
446,68878,Nebraska,Adams County,Sumner,Ayr,Track,59312,49008,38665,Heart Disease Mortality,262.8
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,347.5
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,308.7
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,325.7
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,401.9
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,358.3
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,233.7
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,419.4
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,340
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,319.6
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,307.5
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,384.5
5307,69130,Nebraska,Adams County,Cozad,Ayr,Track,45881,36116,30868,Heart Disease Mortality,262.8
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,347.5
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,308.7
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,325.7
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,401.9
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,358.3
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,233.7
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,419.4
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,340
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,319.6
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,307.5
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,384.5
830,68710,Nebraska,Adams County,Allen,Ayr,Track,49860,49875,30076,Heart Disease Mortality,262.8
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,347.5
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,308.7
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,325.7
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,401.9
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,358.3
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,233.7
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,419.4
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,340
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,319.6
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,307.5
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,384.5
6102,68102,Nebraska,Adams County,Omaha,Ayr,Track,57227,45572,54111,Heart Disease Mortality,262.8
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,347.5
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,308.7
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,325.7
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,401.9
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,358.3
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,233.7
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,419.4
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,340
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,319.6
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,307.5
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,384.5
19936,68106,Nebraska,Adams County,Omaha,Ayr,Track,77239,61432,56907,Heart Disease Mortality,262.8
415,89010,Nevada,Esmeralda County,Dyer,Dyer,CDP,43486,39489,32027,Heart Disease Mortality,390.2
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,268.7
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,273.4
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,335.9
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,276.6
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,270.2
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,292.3
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,336.7
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,256.1
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,268.7
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,333.9
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,375.6
10557,89410,Nevada,Douglas County,Gardnerville,Fish Springs,CDP,82365,77040,49987,Heart Disease Mortality,163.3
285,89013,Nevada,Esmeralda County,Goldfield,Goldfield,CDP,44188,38864,34962,Heart Disease Mortality,390.2
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,313.5
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,270.5
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,291.7
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,393.1
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,386
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,460.1
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,389.2
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,384.7
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,387.8
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,429
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,276.6
1007,89018,Nevada,Clark County,Indian Springs,Indian Springs,CDP,55938,49820,39674,Heart Disease Mortality,463.9
341,89424,Nevada,Washoe County,Nixon,Sutcliffe,CDP,32420,28725,22598,Heart Disease Mortality,368.9
12786,89143,Nevada,Churchill County,Las Vegas,Fallon city,Track,115963,300000,52941,Heart Disease Mortality,436.3
25759,89106,Nevada,Churchill County,Las Vegas,Fallon city,Track,30566,20891,29326,Heart Disease Mortality,436.3
15065,89005,Nevada,Churchill County,Boulder City,Fallon city,Track,68758,51254,51902,Heart Disease Mortality,436.3
7546,89029,Nevada,Churchill County,Laughlin,Fallon city,Track,29412,17687,39411,Heart Disease Mortality,436.3
