population,zipcode,State_Name,County,City,Place,Type,Mean,Median,Stdev,Topic_Mortality,Data_Value_Mortality
605,79080,,,,,,,,,,
5829,25670,,,,,,,,,,
14063,46113,,,,,,,,,,
2470,72354,,,,,,,,,,
1585,78379,,,,,,,,,,
727,40115,,,,,,,,,,
1606,17929,,,,,,,,,,
666,62572,,,,,,,,,,
356,23845,,,,,,,,,,
519,73548,,,,,,,,,,
5028,42256,,,,,,,,,,
1086,68783,,,,,,,,,,
351,23899,,,,,,,,,,
111,43142,,,,,,,,,,
1340,3240,,,,,,,,,,
896,62628,,,,,,,,,,
39,85341,,,,,,,,,,
2273,30627,,,,,,,,,,
488,56761,,,,,,,,,,
951,84327,,,,,,,,,,
2810,17267,,,,,,,,,,
8435,8848,,,,,,,,,,
2588,75630,,,,,,,,,,
5150,40831,,,,,,,,,,
158,24843,,,,,,,,,,
3418,12075,,,,,,,,,,
877,65685,,,,,,,,,,
738,62635,,,,,,,,,,
4244,13132,,,,,,,,,,
2476,43988,,,,,,,,,,
1294,34681,,,,,,,,,,
6713,98675,,,,,,,,,,
29976,98087,,,,,,,,,,
291,63557,,,,,,,,,,
1825,44235,,,,,,,,,,
5956,22851,,,,,,,,,,
108,41861,,,,,,,,,,
16421,33487,,,,,,,,,,
249,59012,,,,,,,,,,
164,43717,,,,,,,,,,
11481,6268,,,,,,,,,,
91,79785,,,,,,,,,,
1888,16041,,,,,,,,,,
2983,48417,,,,,,,,,,
2276,93271,,,,,,,,,,
434,99613,,,,,,,,,,
1068,5836,,,,,,,,,,
1424,71973,,,,,,,,,,
3497,65734,,,,,,,,,,
503,13693,,,,,,,,,,
12,92338,,,,,,,,,,
1789,69165,,,,,,,,,,
1161,51053,,,,,,,,,,
161,87820,,,,,,,,,,
220,49822,,,,,,,,,,
7660,4473,,,,,,,,,,
6895,19333,,,,,,,,,,
1839,16865,,,,,,,,,,
159,58794,,,,,,,,,,
182,13859,,,,,,,,,,
7357,53181,,,,,,,,,,
91,13641,,,,,,,,,,
18403,38901,,,,,,,,,,
1402,5658,,,,,,,,,,
1592,63848,,,,,,,,,,
1545,95211,,,,,,,,,,
610,43157,,,,,,,,,,
396,38913,,,,,,,,,,
1571,79313,,,,,,,,,,
390,58327,,,,,,,,,,
1541,75487,,,,,,,,,,
201,13774,,,,,,,,,,
487,53825,,,,,,,,,,
71,4019,,,,,,,,,,
145,82440,,,,,,,,,,
1085,58561,,,,,,,,,,
5522,28636,,,,,,,,,,
22898,85024,,,,,,,,,,
1722,41539,,,,,,,,,,
1121,63441,,,,,,,,,,
8171,78073,,,,,,,,,,
84,73425,,,,,,,,,,
1421,26448,,,,,,,,,,
10372,1003,,,,,,,,,,
899,68029,,,,,,,,,,
189,84718,,,,,,,,,,
676,37028,,,,,,,,,,
1047,72934,,,,,,,,,,
951,17581,,,,,,,,,,
3304,27880,,,,,,,,,,
911,77971,,,,,,,,,,
11157,7936,,,,,,,,,,
5601,85613,,,,,,,,,,
216,99607,,,,,,,,,,
1989,76629,,,,,,,,,,
3161,78357,,,,,,,,,,
689,19345,,,,,,,,,,
9050,12061,,,,,,,,,,
1492,4411,,,,,,,,,,
1023,2671,,,,,,,,,,
101,93519,,,,,,,,,,
1129,24245,,,,,,,,,,
2747,50643,,,,,,,,,,
10817,33449,,,,,,,,,,
389,18221,,,,,,,,,,
787,28736,,,,,,,,,,
0,99513,,,,,,,,,,
1309,47020,,,,,,,,,,
3514,24954,,,,,,,,,,
407,63030,,,,,,,,,,
2181,44411,,,,,,,,,,
376,24448,,,,,,,,,,
35293,90277,,,,,,,,,,
4186,22920,,,,,,,,,,
0,89702,,,,,,,,,,
3249,48027,,,,,,,,,,
1533,16240,,,,,,,,,,
165,26291,,,,,,,,,,
513,82213,,,,,,,,,,
1014,16210,,,,,,,,,,
5934,16841,,,,,,,,,,
2539,60301,,,,,,,,,,
268,73544,,,,,,,,,,
4161,83869,,,,,,,,,,
830,45340,,,,,,,,,,
372,82060,,,,,,,,,,
962,77661,,,,,,,,,,
683,15716,,,,,,,,,,
646,47965,,,,,,,,,,
2326,92257,,,,,,,,,,
216,66758,,,,,,,,,,
669,7977,,,,,,,,,,
2957,39739,,,,,,,,,,
15708,88081,,,,,,,,,,
10619,7876,,,,,,,,,,
621,15715,,,,,,,,,,
2841,39146,,,,,,,,,,
1371,83342,,,,,,,,,,
314,88348,,,,,,,,,,
3255,29856,,,,,,,,,,
1133,63956,,,,,,,,,,
817,71827,,,,,,,,,,
400,98613,,,,,,,,,,
791,79541,,,,,,,,,,
761,61875,,,,,,,,,,
7438,63070,,,,,,,,,,
330,1561,,,,,,,,,,
5799,42376,,,,,,,,,,
3946,15636,,,,,,,,,,
121,84640,,,,,,,,,,
176,76940,,,,,,,,,,
29100,97471,,,,,,,,,,
7669,33476,,,,,,,,,,
1081,49912,,,,,,,,,,
1435,45312,,,,,,,,,,
6338,98577,,,,,,,,,,
529,4761,,,,,,,,,,
884,80705,,,,,,,,,,
628,66039,,,,,,,,,,
957,25113,,,,,,,,,,
2664,5032,,,,,,,,,,
109,41517,,,,,,,,,,
433,46537,,,,,,,,,,
460,43136,,,,,,,,,,
638,12945,,,,,,,,,,
31962,28411,,,,,,,,,,
28,42370,,,,,,,,,,
402,84051,,,,,,,,,,
1636,75558,,,,,,,,,,
494,49925,,,,,,,,,,
531,63656,,,,,,,,,,
4679,46710,,,,,,,,,,
1147,31066,,,,,,,,,,
106,33867,,,,,,,,,,
3631,43910,,,,,,,,,,
25961,88012,,,,,,,,,,
1425,65053,,,,,,,,,,
1409,54659,,,,,,,,,,
3861,15531,,,,,,,,,,
1294,62463,,,,,,,,,,
537,57067,,,,,,,,,,
4986,8518,,,,,,,,,,
0,22185,,,,,,,,,,
247,57435,,,,,,,,,,
8896,91978,,,,,,,,,,
279,99568,,,,,,,,,,
14748,7114,,,,,,,,,,
1678,95977,,,,,,,,,,
16,2651,,,,,,,,,,
3762,75852,,,,,,,,,,
2094,39354,,,,,,,,,,
410,62878,,,,,,,,,,
5036,37020,,,,,,,,,,
12337,11577,,,,,,,,,,
3292,15112,,,,,,,,,,
89,25203,,,,,,,,,,
388,57321,,,,,,,,,,
743,84082,,,,,,,,,,
6582,8501,,,,,,,,,,
2664,19043,,,,,,,,,,
3845,8836,,,,,,,,,,
2923,50171,,,,,,,,,,
2082,29741,,,,,,,,,,
1965,49733,,,,,,,,,,
12830,32968,,,,,,,,,,
28,72037,,,,,,,,,,
4563,8880,,,,,,,,,,
2357,13658,,,,,,,,,,
148,5358,,,,,,,,,,
263,17946,,,,,,,,,,
2500,30056,,,,,,,,,,
729,25503,,,,,,,,,,
376,61050,,,,,,,,,,
121,48816,,,,,,,,,,
2600,54169,,,,,,,,,,
2403,44629,,,,,,,,,,
918,42085,,,,,,,,,,
314,32228,,,,,,,,,,
1291,55385,,,,,,,,,,
1637,83250,,,,,,,,,,
3736,95321,,,,,,,,,,
30215,37072,,,,,,,,,,
177,38578,,,,,,,,,,
521,3597,,,,,,,,,,
812,59337,,,,,,,,,,
242,76623,,,,,,,,,,
1964,80447,,,,,,,,,,
7372,70555,,,,,,,,,,
187,26617,,,,,,,,,,
431,71724,,,,,,,,,,
670,71766,,,,,,,,,,
673,23894,,,,,,,,,,
535,43037,,,,,,,,,,
3223,18092,,,,,,,,,,
531,56212,,,,,,,,,,
2519,3585,,,,,,,,,,
77,13415,,,,,,,,,,
106,71711,,,,,,,,,,
24985,7450,,,,,,,,,,
185,82934,,,,,,,,,,
1883,21746,,,,,,,,,,
1092,25511,,,,,,,,,,
3302,47879,,,,,,,,,,
2202,68869,,,,,,,,,,
3424,4654,,,,,,,,,,
1839,66013,,,,,,,,,,
482,89821,,,,,,,,,,
548,64688,,,,,,,,,,
391,72721,,,,,,,,,,
791,26590,,,,,,,,,,
2431,15050,,,,,,,,,,
3114,8735,,,,,,,,,,
346,28330,,,,,,,,,,
1314,37365,,,,,,,,,,
1510,4574,,,,,,,,,,
175,88263,,,,,,,,,,
149,24729,,,,,,,,,,
1841,62984,,,,,,,,,,
460,64493,,,,,,,,,,
520,67738,,,,,,,,,,
29,99136,,,,,,,,,,
49,65062,,,,,,,,,,
2580,27212,,,,,,,,,,
470,54542,,,,,,,,,,
1002,50258,,,,,,,,,,
4037,42327,,,,,,,,,,
622,56145,,,,,,,,,,
6622,28124,,,,,,,,,,
776,47578,,,,,,,,,,
1417,25844,,,,,,,,,,
1276,54213,,,,,,,,,,
94,88051,,,,,,,,,,
417,73066,,,,,,,,,,
1232,73546,,,,,,,,,,
455,15663,,,,,,,,,,
6591,37034,,,,,,,,,,
236,58076,,,,,,,,,,
1636,47023,,,,,,,,,,
363,12420,,,,,,,,,,
394,49116,,,,,,,,,,
929,73832,,,,,,,,,,
1213,62661,,,,,,,,,,
23003,82718,,,,,,,,,,
354,19967,,,,,,,,,,
273,55933,,,,,,,,,,
670,56216,,,,,,,,,,
237,99791,,,,,,,,,,
1599,36258,,,,,,,,,,
1324,57077,,,,,,,,,,
1057,36602,,,,,,,,,,
559,24815,,,,,,,,,,
658,58521,,,,,,,,,,
128,49848,,,,,,,,,,
460,24132,,,,,,,,,,
101,15072,,,,,,,,,,
470,4746,,,,,,,,,,
0,92132,,,,,,,,,,
1409,61361,,,,,,,,,,
67,47880,,,,,,,,,,
265,24884,,,,,,,,,,
240,57563,,,,,,,,,,
1532,99173,,,,,,,,,,
583,72527,,,,,,,,,,
1597,23821,,,,,,,,,,
3415,28344,,,,,,,,,,
5050,36445,,,,,,,,,,
21,28733,,,,,,,,,,
505,16671,,,,,,,,,,
161,12459,,,,,,,,,,
2841,38659,,,,,,,,,,
939,55935,,,,,,,,,,
1765,68718,,,,,,,,,,
8228,81122,,,,,,,,,,
1854,16410,,,,,,,,,,
710,44841,,,,,,,,,,
340,58483,,,,,,,,,,
1925,88256,,,,,,,,,,
3240,29080,,,,,,,,,,
516,56592,,,,,,,,,,
2083,48435,,,,,,,,,,
2338,38641,,,,,,,,,,
139,22731,,,,,,,,,,
1147,76484,,,,,,,,,,
424,79229,,,,,,,,,,
4112,38581,,,,,,,,,,
2223,31698,,,,,,,,,,
371,16228,,,,,,,,,,
2139,45877,,,,,,,,,,
1417,56443,,,,,,,,,,
12,54643,,,,,,,,,,
99,97640,,,,,,,,,,
2509,54009,,,,,,,,,,
1240,49876,,,,,,,,,,
4423,42459,,,,,,,,,,
236,88024,,,,,,,,,,
3455,54421,,,,,,,,,,
675,59913,,,,,,,,,,
1124,4438,,,,,,,,,,
292,53827,,,,,,,,,,
5080,45614,,,,,,,,,,
7334,92249,,,,,,,,,,
403,12978,,,,,,,,,,
1789,59442,,,,,,,,,,
3735,47161,,,,,,,,,,
827,26575,,,,,,,,,,
2411,12578,,,,,,,,,,
1785,99013,,,,,,,,,,
8558,28771,,,,,,,,,,
1625,21780,,,,,,,,,,
332,87564,,,,,,,,,,
502,57054,,,,,,,,,,
8771,75706,,,,,,,,,,
15273,18969,,,,,,,,,,
211,16727,,,,,,,,,,
974,76372,,,,,,,,,,
259,40843,,,,,,,,,,
2499,72142,,,,,,,,,,
1798,12523,,,,,,,,,,
4953,3032,,,,,,,,,,
505,67640,,,,,,,,,,
793,11547,,,,,,,,,,
682,61423,,,,,,,,,,
421,62413,,,,,,,,,,
970,61844,,,,,,,,,,
1281,47989,,,,,,,,,,
276,52163,,,,,,,,,,
1360,19372,,,,,,,,,,
1604,70040,,,,,,,,,,
1139,96051,,,,,,,,,,
2558,67950,,,,,,,,,,
5497,27011,,,,,,,,,,
1465,4069,,,,,,,,,,
9227,78063,,,,,,,,,,
1456,43457,,,,,,,,,,
5200,87013,,,,,,,,,,
1078,20611,,,,,,,,,,
483,16868,,,,,,,,,,
169,67635,,,,,,,,,,
711,5853,,,,,,,,,,
1214,29922,,,,,,,,,,
212,55780,,,,,,,,,,
1378,95919,,,,,,,,,,
9959,95391,,,,,,,,,,
765,45776,,,,,,,,,,
107,61426,,,,,,,,,,
9838,78163,,,,,,,,,,
645,17064,,,,,,,,,,
253,69366,,,,,,,,,,
898,38241,,,,,,,,,,
878,50008,,,,,,,,,,
1931,31314,,,,,,,,,,
839,20184,,,,,,,,,,
551,45886,,,,,,,,,,
1014,77585,,,,,,,,,,
2063,97538,,,,,,,,,,
4695,14546,,,,,,,,,,
1117,67831,,,,,,,,,,
1565,11976,,,,,,,,,,
612,76435,,,,,,,,,,
4047,23417,,,,,,,,,,
111,21644,,,,,,,,,,
143,67629,,,,,,,,,,
1259,4476,,,,,,,,,,
3286,77962,,,,,,,,,,
544,99633,,,,,,,,,,
1820,51034,,,,,,,,,,
8401,29330,,,,,,,,,,
11289,79404,,,,,,,,,,
4789,33538,,,,,,,,,,
1090,15331,,,,,,,,,,
64,47916,,,,,,,,,,
399,82210,,,,,,,,,,
145,47381,,,,,,,,,,
918,83325,,,,,,,,,,
0,20540,,,,,,,,,,
397,12410,,,,,,,,,,
35,59062,,,,,,,,,,
830,52552,,,,,,,,,,
1037,38348,,,,,,,,,,
273,4490,,,,,,,,,,
2741,51002,,,,,,,,,,
323,4571,,,,,,,,,,
150,98616,,,,,,,,,,
2707,44506,,,,,,,,,,
387,54564,,,,,,,,,,
216,82831,,,,,,,,,,
2685,71071,,,,,,,,,,
199,87512,,,,,,,,,,
96,61855,,,,,,,,,,
945,36783,,,,,,,,,,
2339,54247,,,,,,,,,,
4572,3234,,,,,,,,,,
2312,12780,,,,,,,,,,
594,27531,,,,,,,,,,
1491,71834,,,,,,,,,,
128,62861,,,,,,,,,,
1699,37866,,,,,,,,,,
2522,19941,,,,,,,,,,
896,5471,,,,,,,,,,
423,5648,,,,,,,,,,
302,5730,,,,,,,,,,
13497,33035,,,,,,,,,,
194,83520,,,,,,,,,,
173,77432,,,,,,,,,,
1208,38454,,,,,,,,,,
941,95227,,,,,,,,,,
2419,42087,,,,,,,,,,
2258,27869,,,,,,,,,,
4518,55375,,,,,,,,,,
2901,50144,,,,,,,,,,
463,57476,,,,,,,,,,
697,72346,,,,,,,,,,
2560,38326,,,,,,,,,,
22015,33556,,,,,,,,,,
1962,20818,,,,,,,,,,
703,65230,,,,,,,,,,
4276,4358,,,,,,,,,,
2637,68731,,,,,,,,,,
702,95659,,,,,,,,,,
956,68874,,,,,,,,,,
639,63471,,,,,,,,,,
6797,65084,,,,,,,,,,
338,83841,,,,,,,,,,
440,50147,,,,,,,,,,
405,87523,,,,,,,,,,
155,22579,,,,,,,,,,
1980,12440,,,,,,,,,,
781,31784,,,,,,,,,,
0,39269,,,,,,,,,,
1347,16364,,,,,,,,,,
372,69170,,,,,,,,,,
8095,31546,,,,,,,,,,
311,74045,,,,,,,,,,
587,26178,,,,,,,,,,
397,27873,,,,,,,,,,
1579,36343,,,,,,,,,,
1324,48454,,,,,,,,,,
4136,27235,,,,,,,,,,
11961,30436,,,,,,,,,,
96,78125,,,,,,,,,,
2858,4427,,,,,,,,,,
1344,14054,,,,,,,,,,
1139,48762,,,,,,,,,,
1314,39427,,,,,,,,,,
151,21718,,,,,,,,,,
660,57799,,,,,,,,,,
2178,73007,,,,,,,,,,
1209,99138,,,,,,,,,,
431,76238,,,,,,,,,,
542,27927,,,,,,,,,,
380,21814,,,,,,,,,,
230,84334,,,,,,,,,,
5082,32668,,,,,,,,,,
1096,5845,,,,,,,,,,
48,72679,,,,,,,,,,
230,25062,,,,,,,,,,
294,88418,,,,,,,,,,
3777,72024,,,,,,,,,,
530,18083,,,,,,,,,,
4352,49336,,,,,,,,,,
11539,79119,,,,,,,,,,
1126,49874,,,,,,,,,,
1408,56223,,,,,,,,,,
89,32432,,,,,,,,,,
429,72536,,,,,,,,,,
813,56045,,,,,,,,,,
648,71642,,,,,,,,,,
8064,53040,,,,,,,,,,
12534,33976,,,,,,,,,,
1153,44454,,,,,,,,,,
45,78144,,,,,,,,,,
167,17750,,,,,,,,,,
434,52030,,,,,,,,,,
69,72553,,,,,,,,,,
241,59451,,,,,,,,,,
1129,22714,,,,,,,,,,
2576,44429,,,,,,,,,,
266,13666,,,,,,,,,,
385,57258,,,,,,,,,,
61510,92627,,,,,,,,,,
1489,50070,,,,,,,,,,
665,12786,,,,,,,,,,
34,84743,,,,,,,,,,
2148,29001,,,,,,,,,,
717,62880,,,,,,,,,,
3577,47638,,,,,,,,,,
6577,72010,,,,,,,,,,
1228,63621,,,,,,,,,,
2429,4001,,,,,,,,,,
683,64689,,,,,,,,,,
7808,20742,,,,,,,,,,
9067,74434,,,,,,,,,,
877,67344,,,,,,,,,,
8,96155,,,,,,,,,,
1184,51238,,,,,,,,,,
36,69042,,,,,,,,,,
479,63474,,,,,,,,,,
369,68040,,,,,,,,,,
471,5040,,,,,,,,,,
582,97011,,,,,,,,,,
828,54441,,,,,,,,,,
240,54625,,,,,,,,,,
282,53953,,,,,,,,,,
882,30821,,,,,,,,,,
285,73747,,,,,,,,,,
1934,71039,,,,,,,,,,
1667,99110,,,,,,,,,,
3806,97844,,,,,,,,,,
1282,20624,,,,,,,,,,
1923,51535,,,,,,,,,,
2708,23160,,,,,,,,,,
3164,29129,,,,,,,,,,
7318,7023,,,,,,,,,,
2171,55054,,,,,,,,,,
5368,13068,,,,,,,,,,
3992,15940,,,,,,,,,,
2125,33946,,,,,,,,,,
6438,47165,,,,,,,,,,
16575,10017,,,,,,,,,,
85,99558,,,,,,,,,,
4125,30750,,,,,,,,,,
500,15641,,,,,,,,,,
238,56113,,,,,,,,,,
3175,61084,,,,,,,,,,
1004,25608,,,,,,,,,,
2556,95454,,,,,,,,,,
3307,79373,,,,,,,,,,
3625,49668,,,,,,,,,,
839,57384,,,,,,,,,,
1582,42716,,,,,,,,,,
1316,38951,,,,,,,,,,
3183,5476,,,,,,,,,,
376,78563,,,,,,,,,,
2156,14726,,,,,,,,,,
1443,43767,,,,,,,,,,
617,59638,,,,,,,,,,
15508,71909,,,,,,,,,,
1818,49947,,,,,,,,,,
9760,13603,,,,,,,,,,
22073,67901,,,,,,,,,,
3787,43824,,,,,,,,,,
1100,30426,,,,,,,,,,
1426,52768,,,,,,,,,,
1208,52255,,,,,,,,,,
546,57759,,,,,,,,,,
163,15764,,,,,,,,,,
16,82084,,,,,,,,,,
14449,33469,,,,,,,,,,
249,25690,,,,,,,,,,
360,49921,,,,,,,,,,
13839,31220,,,,,,,,,,
947,16854,,,,,,,,,,
3054,29905,,,,,,,,,,
14572,18337,,,,,,,,,,
19563,7461,,,,,,,,,,
3732,39631,,,,,,,,,,
212,76436,,,,,,,,,,
531,40040,,,,,,,,,,
202,70391,,,,,,,,,,
733,56349,,,,,,,,,,
3061,65074,,,,,,,,,,
52,57439,,,,,,,,,,
307,24861,,,,,,,,,,
253,56166,,,,,,,,,,
318,67511,,,,,,,,,,
572,80481,,,,,,,,,,
1508,89008,,,,,,,,,,
33662,46112,,,,,,,,,,
3078,63347,,,,,,,,,,
189,13331,,,,,,,,,,
67,24887,,,,,,,,,,
48,81248,,,,,,,,,,
1222,32925,,,,,,,,,,
254,62266,,,,,,,,,,
471,83120,,,,,,,,,,
1657,44064,,,,,,,,,,
128,95550,,,,,,,,,,
459,15536,,,,,,,,,,
328,51649,,,,,,,,,,
375,64498,,,,,,,,,,
5109,3071,,,,,,,,,,
13033,93543,,,,,,,,,,
408,87723,,,,,,,,,,
546,12952,,,,,,,,,,
1125,20684,,,,,,,,,,
2335,97431,,,,,,,,,,
278,18842,,,,,,,,,,
1129,32139,,,,,,,,,,
128,59732,,,,,,,,,,
104,19375,,,,,,,,,,
2259,44866,,,,,,,,,,
515,40052,,,,,,,,,,
3179,56087,,,,,,,,,,
3229,37183,,,,,,,,,,
1534,37181,,,,,,,,,,
1051,50517,,,,,,,,,,
963,75853,,,,,,,,,,
1124,72469,,,,,,,,,,
124,54458,,,,,,,,,,
413,59241,,,,,,,,,,
1272,63781,,,,,,,,,,
56,4057,,,,,,,,,,
3338,55934,,,,,,,,,,
680,5142,,,,,,,,,,
719,15380,,,,,,,,,,
1974,10986,,,,,,,,,,
1597,4010,,,,,,,,,,
1000,63785,,,,,,,,,,
500,70651,,,,,,,,,,
7596,84060,,,,,,,,,,
658,36263,,,,,,,,,,
1842,61849,,,,,,,,,,
129,65286,,,,,,,,,,
223,63763,,,,,,,,,,
1458,57026,,,,,,,,,,
1688,87326,,,,,,,,,,
1638,4667,,,,,,,,,,
1721,4986,,,,,,,,,,
2226,87321,,,,,,,,,,
2376,23872,,,,,,,,,,
28209,76182,,,,,,,,,,
199,58838,,,,,,,,,,
1303,56655,,,,,,,,,,
5216,24986,,,,,,,,,,
2079,15942,,,,,,,,,,
5246,60480,,,,,,,,,,
341,77448,,,,,,,,,,
1822,13607,,,,,,,,,,
1872,15521,,,,,,,,,,
448,77623,,,,,,,,,,
918,60930,,,,,,,,,,
5476,80829,,,,,,,,,,
261,96129,,,,,,,,,,
9168,19079,,,,,,,,,,
241,15930,,,,,,,,,,
192,15448,,,,,,,,,,
663,59524,,,,,,,,,,
337,94971,,,,,,,,,,
339,72107,,,,,,,,,,
433,61459,,,,,,,,,,
8745,85355,,,,,,,,,,
2262,62958,,,,,,,,,,
2787,75631,,,,,,,,,,
681,65347,,,,,,,,,,
165,67843,,,,,,,,,,
378,66516,,,,,,,,,,
6756,10996,,,,,,,,,,
5870,57747,,,,,,,,,,
334,54214,,,,,,,,,,
4361,37826,,,,,,,,,,
1388,50233,,,,,,,,,,
36,37851,,,,,,,,,,
120,49918,,,,,,,,,,
12495,8048,,,,,,,,,,
576,12427,,,,,,,,,,
386,97750,,,,,,,,,,
385,60973,,,,,,,,,,
1731,15360,,,,,,,,,,
759,40826,,,,,,,,,,
521,45389,,,,,,,,,,
554,98345,,,,,,,,,,
599,62997,,,,,,,,,,
150,13020,,,,,,,,,,
1437,22969,,,,,,,,,,
131,63860,,,,,,,,,,
92,58325,,,,,,,,,,
543,15611,,,,,,,,,,
8,24130,,,,,,,,,,
216,82944,,,,,,,,,,
40,59276,,,,,,,,,,
196,26348,,,,,,,,,,
4431,14532,,,,,,,,,,
1828,51551,,,,,,,,,,
552,68319,,,,,,,,,,
2288,38948,,,,,,,,,,
3739,44847,,,,,,,,,,
365,57787,,,,,,,,,,
1136,5770,,,,,,,,,,
292,61474,,,,,,,,,,
173,57272,,,,,,,,,,
5528,43044,,,,,,,,,,
13266,48462,,,,,,,,,,
3483,15052,,,,,,,,,,
4488,13074,,,,,,,,,,
1841,47513,,,,,,,,,,
385,86015,,,,,,,,,,
532,42453,,,,,,,,,,
688,71256,,,,,,,,,,
55,67674,,,,,,,,,,
1002,41231,,,,,,,,,,
90,87735,,,,,,,,,,
783,68926,,,,,,,,,,
3970,3034,,,,,,,,,,
854,88311,,,,,,,,,,
357,78235,,,,,,,,,,
292,64743,,,,,,,,,,
2239,31549,,,,,,,,,,
3573,35989,,,,,,,,,,
813,47280,,,,,,,,,,
337,25057,,,,,,,,,,
1490,55991,,,,,,,,,,
2523,49259,,,,,,,,,,
237,52220,,,,,,,,,,
1522,52237,,,,,,,,,,
894,54653,,,,,,,,,,
1228,39179,,,,,,,,,,
79,59242,,,,,,,,,,
352,26631,,,,,,,,,,
3214,69145,,,,,,,,,,
8103,92359,,,,,,,,,,
226,58317,,,,,,,,,,
2982,76462,,,,,,,,,,
207,16245,,,,,,,,,,
728,71658,,,,,,,,,,
3735,3839,,,,,,,,,,
2964,18346,,,,,,,,,,
4127,54736,,,,,,,,,,
2285,31780,,,,,,,,,,
1379,58425,,,,,,,,,,
504,27943,,,,,,,,,,
515,52752,,,,,,,,,,
3889,29689,,,,,,,,,,
1535,51038,,,,,,,,,,
34296,30117,,,,,,,,,,
481,84338,,,,,,,,,,
21,85535,,,,,,,,,,
2023,30322,,,,,,,,,,
4938,65037,,,,,,,,,,
631,95431,,,,,,,,,,
1296,6023,,,,,,,,,,
1130,52065,,,,,,,,,,
557,96780,,,,,,,,,,
346,24957,,,,,,,,,,
148,83842,,,,,,,,,,
2682,81432,,,,,,,,,,
8606,72370,,,,,,,,,,
3466,30734,,,,,,,,,,
431,20606,,,,,,,,,,
1963,55939,,,,,,,,,,
490,50034,,,,,,,,,,
1490,93238,,,,,,,,,,
2981,62858,,,,,,,,,,
1764,98592,,,,,,,,,,
446,82515,,,,,,,,,,
250,76268,,,,,,,,,,
371,59540,,,,,,,,,,
37,82845,,,,,,,,,,
237,59929,,,,,,,,,,
2006,83822,,,,,,,,,,
163,59529,,,,,,,,,,
1354,61038,,,,,,,,,,
359,25879,,,,,,,,,,
5720,74056,,,,,,,,,,
1916,12121,,,,,,,,,,
5452,78372,,,,,,,,,,
9026,1504,,,,,,,,,,
347,17215,,,,,,,,,,
624,13310,,,,,,,,,,
4683,17810,,,,,,,,,,
534,63041,,,,,,,,,,
1398,65771,,,,,,,,,,
0,53792,,,,,,,,,,
3662,32580,,,,,,,,,,
591,61917,,,,,,,,,,
3514,76664,,,,,,,,,,
1398,11569,,,,,,,,,,
478,36529,,,,,,,,,,
1979,17813,,,,,,,,,,
145,61372,,,,,,,,,,
1252,74826,,,,,,,,,,
47,4286,,,,,,,,,,
2225,28709,,,,,,,,,,
1164,68927,,,,,,,,,,
2326,46524,,,,,,,,,,
14627,37406,,,,,,,,,,
2679,47613,,,,,,,,,,
1485,85309,,,,,,,,,,
200,57758,,,,,,,,,,
8929,30288,,,,,,,,,,
1902,24553,,,,,,,,,,
405,12172,,,,,,,,,,
4115,17824,,,,,,,,,,
2461,41141,,,,,,,,,,
2276,76656,,,,,,,,,,
25002,77904,,,,,,,,,,
29758,33145,,,,,,,,,,
1216,54761,,,,,,,,,,
405,71630,,,,,,,,,,
4402,5735,,,,,,,,,,
48,89420,,,,,,,,,,
628,17832,,,,,,,,,,
1011,65463,,,,,,,,,,
178,76845,,,,,,,,,,
104,93208,,,,,,,,,,
2593,27812,,,,,,,,,,
370,95637,,,,,,,,,,
3506,75226,,,,,,,,,,
102,13341,,,,,,,,,,
598,64497,,,,,,,,,,
136,4637,,,,,,,,,,
1631,56726,,,,,,,,,,
320,67556,,,,,,,,,,
170,57738,,,,,,,,,,
338,96086,,,,,,,,,,
472,64459,,,,,,,,,,
2453,48857,,,,,,,,,,
2393,29152,,,,,,,,,,
76,63738,,,,,,,,,,
5371,98443,,,,,,,,,,
291,32631,,,,,,,,,,
640,4216,,,,,,,,,,
1118,31065,,,,,,,,,,
894,88003,,,,,,,,,,
736,59844,,,,,,,,,,
699,94946,,,,,,,,,,
50,85619,,,,,,,,,,
12369,43146,,,,,,,,,,
3175,62449,,,,,,,,,,
2852,38233,,,,,,,,,,
19,30275,,,,,,,,,,
2046,65646,,,,,,,,,,
7016,24228,,,,,,,,,,
2543,44677,,,,,,,,,,
391,16326,,,,,,,,,,
894,37691,,,,,,,,,,
1300,80480,,,,,,,,,,
258,58488,,,,,,,,,,
533,17840,,,,,,,,,,
1461,76556,,,,,,,,,,
402,18244,,,,,,,,,,
1073,41568,,,,,,,,,,
308,25857,,,,,,,,,,
56,26152,,,,,,,,,,
92,17865,,,,,,,,,,
3774,3584,,,,,,,,,,
1186,47974,,,,,,,,,,
38,68969,,,,,,,,,,
537,29434,,,,,,,,,,
1027,50118,,,,,,,,,,
3269,77363,,,,,,,,,,
4898,26601,,,,,,,,,,
294,56516,,,,,,,,,,
1491,3442,,,,,,,,,,
614,25214,,,,,,,,,,
3111,4040,,,,,,,,,,
1818,32544,,,,,,,,,,
4988,2892,,,,,,,,,,
107,56565,,,,,,,,,,
2997,39661,,,,,,,,,,
456,90743,,,,,,,,,,
2027,3245,,,,,,,,,,
1145,78850,,,,,,,,,,
1238,56318,,,,,,,,,,
410,50577,,,,,,,,,,
415,67520,,,,,,,,,,
300,58731,,,,,,,,,,
67,19542,,,,,,,,,,
2117,28455,,,,,,,,,,
