Company Name,Address,City,State,County,Employee Count,Annual Sales,Industry,Zip1
Anytime Fitness,1200 S Pokegama Ave Ste 50,Grand Rapids,MN,Itasca,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55744
Curves,4650 Cedar Island Dr,Eveleth,MN,Saint Louis,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55734
Anytime Fitness,1502 E Superior St,Duluth,MN,Saint Louis,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55812
Curves,216 2nd Ave Ne,Staples,MN,Todd,1 To 10,"Less Than $500,000",Exercise Salon,56479
Curves,322 N Tower Rd,Fergus Falls,MN,Otter Tail,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56537
Curves,300 W Main St Ste C,Perham,MN,Otter Tail,1 To 10,"Less Than $500,000",Exercise Salon,56573
Curves,1101 2nd St S Ste 102,Sartell,MN,Stearns,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56377
Curves,4825 Mayflower Rd Nw,Sauk Rapids,MN,Benton,1 To 10,"Less Than $500,000",Exercise Salon,56379
Anytime Fitness,1143 2nd St S,Waite Park,MN,Stearns,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56387
Anytime Fitness,35756 Allen Ave,Crosslake,MN,Crow Wing,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56442
Lakes Area Recreation,720 Fillmore St,Alexandria,MN,Douglas,100 To 249,$2.5 To 5 Million,Health Clubs Studios & Gymnasiums,56308
Curves,2 Minnesota Ave E Ste 130,Glenwood,MN,Pope,1 To 10,"Less Than $500,000",Exercise Salon,56334
Glacial Ridge Home Care,10 4th Ave Se,Glenwood,MN,Pope,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56334
Curves,115 2nd St Ne,Little Falls,MN,Morrison,1 To 10,"Less Than $500,000",Exercise Salon,56345
Anytime Fitness,205 16th St Ne Ste B,Little Falls,MN,Morrison,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56345
Snap Fitness,8700 E Point Douglas Rd S Ste 102 # 10,Cottage Grove,MN,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55016
Fit For Life,1400 Cannon Cir Ste 6,Faribault,MN,Rice,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,55021
Snap Fitness,18450 Pilot Knob Rd Ste E,Farmington,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55024
Anytime Fitness,901 Forest Ave E,Mora,MN,Kanabec,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55051
Snap Fitness,17671 Glasgow Ave,Lakeville,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55044
Life Time Fitness,18425 Dodd Blvd,Lakeville,MN,Dakota,100 To 249,$2.5 To 5 Million,Fitness & Recreational Sports Centers,55044
Snap Fitness,7409 179th St W,Lakeville,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55044
Snap Fitness,4713 Highway 61 N,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55110
Tri Fitness Training,1340 Highway 96 E,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55110
Snap Fitness,2676 County Road E E,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55110
Success Personal Training,1862 Beam Ave,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55109
Snap Fitness,220 Lake St N Unit 101,Forest Lake,MN,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55025
Snap Fitness,404 Whiskey Rd Nw Ste I,Isanti,MN,Isanti,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55040
Snap Fitness,356 Saint Croix Trl S,Lakeland,MN,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55043
Anytime Fitness,23212 Saint Francis Blvd Nw Ste 900,Saint Francis,MN,Anoka,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55070
$5 Tan,9012 Cahill Ave,Inver Grove,MN,Dakota,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55076
Get In Shape For Women,2033 County Road D W,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55112
Anytime Fitness,11665 Azure Ct,Inver Grove,MN,Dakota,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55077
Lilypad Day Spa Llc,110 4th St E,Hastings,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55033
Anytime Fitness,1100 W Frontage Rd Ste 150,Owatonna,MN,Steele,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55060
Snap Fitness,3257 S Service Dr,Red Wing,MN,Goodhue,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55066
Snap Fitness,5377 266th St,Wyoming,MN,Chisago,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55092
Anytime Fitness,2541 Mounds View Blvd,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55112
Snap Fitness,2216 County Road D W Ste D,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55112
Snap Fitness,525 Diffley Rd Ste 1010,Saint Paul,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55123
Snap Fitness,1960 Cliff Lake Rd Ste 115,Eagan,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55122
Snap Fitness,2650 University Ave W Ste A,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55114
Somi,2145 Ford Pkwy Ste 300,Saint Paul,MN,Ramsey,50 To 99,$5 To 10 Million,Health Clubs Studios & Gymnasiums,55116
In Balance Pilates Studio,1679 Selby Ave,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55104
Anytime Fitness,1985 Silver Bell Rd,Saint Paul,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55122
Snap Fitness,2800 Rice St Ste 150,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55113
Colleen Co,3092 Lexington Ave N Ste A,Saint Paul,MN,Ramsey,20 To 49,$1 To 2.5 Million,Physical Fitness Ct,55113
Snap Fitness,1016 Smith Ave S,Saint Paul,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55118
Ostfriesland Genealogical,1185 Concord St N,South Saint Paul,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55075
Ups Store,1670 Robert St S,Saint Paul,MN,Dakota,1 To 10,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,55118
Anytime Fitness,756 N Plaza Dr,Saint Paul,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55120
Max Muscle Sports Nutrition,582 Prairie Center Dr Ste 255,Eden Prairie,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55344
Snap Fitness,15 8th Ave N,Hopkins,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55343
Snap Fitness,1750 Weir Dr Ste 6 # 26,Saint Paul,MN,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55125
Snap Fitness,800 Nelson Dr,Clearwater,MN,Wright,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55320
Snap Fitness,500 Cokato St W,Cokato,MN,Wright,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55321
Snap Fitness,19022 Freeport St Nw Ste A,Elk River,MN,Sherburne,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55330
Anytime Fitness,104030 Bank St Se,Becker,MN,Sherburne,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55308
Snap Fitness,428 W Main St,Arlington,MN,Sibley,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55307
Snap Fitness,14275 Bank St,Becker,MN,Sherburne,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55308
Snap Fitness,9475 Garland Ave,Maple Grove,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55311
Snap Fitness,12460 Champlin Dr,Champlin,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55316
Gym 365,520 Freeport Ave Nw,Elk River,MN,Sherburne,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55330
Anytime Fitness,1460 133rd Ln Ne,Andover,MN,Anoka,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55304
Snap Fitness,8767 Columbine Rd,Eden Prairie,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55344
Snap Fitness,5676 La Centre Ave Ste 200,Albertville,MN,Wright,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55301
Fitness Together,858 Lake St E Ste 100,Wayzata,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55391
Snap Fitness,120 S Vine St,Waconia,MN,Carver,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55387
Work Connection,518 Central Ave,Osseo,MN,Hennepin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55369
Anytime Fitness,9207 Prairieview Ln N,Champlin,MN,Hennepin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55316
Skin Speaks,625 E Nicollet Blvd Ste 200,Burnsville,MN,Dakota,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55337
Fitness Together,11250 86th Ave N,Maple Grove,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55369
Snap Fitness,14525 Highway 7,Minnetonka,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55345
Lonna Mosow's Mind Body Ftnss,6409 City West Pkwy Ste 105,Eden Prairie,MN,Hennepin,10 To 19,"Less Than $500,000",Pilates,55344
Anytime Fitness,2025 2nd St N,Princeton,MN,Mille Lacs,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55371
Snap Fitness,27 E Depot St,Litchfield,MN,Meeker,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55355
Snap Fitness,200 Highway 55 W,Maple Lake,MN,Wright,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55358
Kosama Shakopee,1282 Vierling Dr E,Shakopee,MN,Scott,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55379
Snap Fitness,613 8th Ave,Howard Lake,MN,Wright,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55349
Snap Fitness,114 Main St N Ste 201,Hutchinson,MN,Mcleod,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55350
Anytime Fitness,14233 Oconnell Ct Ste 300,Savage,MN,Scott,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55378
Snap Fitness,5409 Tenn Ave S,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55419
Align Pilates,3021 Holmes Ave S Ste 102,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Pilates,55408
Curves,6885 Boudin St Ne Ste 201,Prior Lake,MN,Scott,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55372
Snap Fitness,13635 Northdale Blvd Ste 2,Rogers,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55374
Ivy Spa Club,201 S 11th St Unit 400,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55403
Sgt Peterson's,1313 Chestnut Ave Ste 103,Minneapolis,MN,Hennepin,Unknown,Unknown,Health Clubs Studios & Gymnasiums,55403
Snap Fitness,250 2nd Ave S Ste 282,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55401
Minnesota Kali Group,4532 Chicago Ave,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55407
Recovery Resources,471 2nd St N,Winsted,MN,Mcleod,1 To 10,Unknown,Health Clubs Studios & Gymnasiums,55395
Snap Fitness,5409 Nicollet Ave # B,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55419
Get In Shape For Women,3832 Grand Way,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55416
Snap Fitness,5107 Minnetonka Blvd,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55416
Curves,3801 W 50th St Ste 200,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55410
Life Spa Salon,2100 Northdale Blvd Nw,Minneapolis,MN,Anoka,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55433
Snap Fitness,4070 Lakeland Ave N,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55422
Usta Northern Section,1001 W 98th St # 100,Minneapolis,MN,Hennepin,10 To 19,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,55431
Quantum Development Inc,202 Peninsula Rd,Minneapolis,MN,Hennepin,1 To 10,"$500,000 To $1 Million",Gymnasiums,55441
Planet Fitness,10606 France Ave S,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55431
Community Ventures Llc,6190 Hedgecroft Ave S,Cottage Grove,MN,Washington,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55016
Fitness Together,5008 Vernon Ave S,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55436
Snap Fitness,1400 County Road 101 N Ste H,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55447
Snap Fitness,2518 E Beltline Ste A,Hibbing,MN,Saint Louis,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55746
Snap Fitness,324 Grant Ave,Eveleth,MN,Saint Louis,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55734
Snap Fitness,4425 E Superior St,Duluth,MN,Saint Louis,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55804
Curves,1610 Woodland Ave,Duluth,MN,Saint Louis,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55803
Essentia Health Fitns & Thrpy,131 9th Ave,Duluth,MN,Saint Louis,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55810
Curves,603 South St,Jackson,MN,Jackson,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56143
Snap Fitness,148 S Broadway Ave,Albert Lea,MN,Freeborn,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56007
Anytime Fitness,110 W Main St,Kasson,MN,Dodge,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55944
Snap Fitness,2477 Clare Ln Ne Ste 100 # 106,Rochester,MN,Olmsted,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,55906
Snap Fitness,122 Elm Ave E,Waseca,MN,Waseca,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56093
Work Out 24/7,149 S Broadway,Wells,MN,Faribault,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56097
Anytime Fitness,600 S Riverfront Dr Ste 100,Mankato,MN,Blue Earth,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56001
Curves,2300 Broadway Ave,Slayton,MN,Murray,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56172
Empowered Fitness,213 10th St,Worthington,MN,Nobles,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56187
Club Bethesda,901 Willmar Ave Se # 2,Willmar,MN,Kandiyohi,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56201
Snap Fitness,130 Main St W Ste A,New Prague,MN,Le Sueur,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56071
Fitness Center,504 6th Ave Nw # 1,New Prague,MN,Scott,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56071
Snap Fitness,220 Lake St S Ste 104,Long Prairie,MN,Todd,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56347
Snap Fitness,970 W State Highway 23 Ste 100,Paynesville,MN,Stearns,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56362
Snap Fitness,100 E Minnesota St,Le Center,MN,Le Sueur,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56057
Snap Fitness,202 Valley Green Sq,Le Sueur,MN,Le Sueur,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56058
Anytime Fitness,200 Gilbert Ave Sw,Madelia,MN,Watonwan,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56062
Snap Fitness,621 E Bridge St,Redwood Falls,MN,Redwood,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56283
Snap Fitness,300 Highway 23,Spicer,MN,Kandiyohi,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56288
Snap Fitness,719 Atlantic Ave,Morris,MN,Stevens,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56267
Snap Fitness,106 N 9th St Ste B,Olivia,MN,Renville,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56277
Anytime Fitness,462 S State St,Fairmont,MN,Martin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56031
Snap Fitness,24 3rd Ave S Ste 4,Cold Spring,MN,Stearns,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56320
Snap Fitness,10 2nd Ave W,Foley,MN,Benton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56329
Snap Fitness,10 2nd St Ne,Aitkin,MN,Aitkin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56431
Snap Fitness,812 1st St S Ste 1,Willmar,MN,Kandiyohi,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56201
Snap Fitness,110 14th St S,Benson,MN,Swift,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56215
Snap Fitness,1550 Railroad Ave,Albany,MN,Stearns,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56307
Aspiring Tranquility Massage,331 Railroad Ave,Albany,MN,Stearns,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56307
Snap Fitness,1804 Broadway St Ste 120,Alexandria,MN,Douglas,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56308
Curves,6839 Chloe Way Ne,Sauk Rapids,MN,Benton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56379
Snap Fitness,1403 Division St,Waite Park,MN,Stearns,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56387
Snap Fitness,10479 Homeward Hills Rd,Eden Prairie,MN,Hennepin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55347
New Beginnings Family Fitness,216 W Cavour Ave,Fergus Falls,MN,Otter Tail,10 To 19,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56537
Fergus Falls Fitness Ctr,102 N Lakeside Dr,Fergus Falls,MN,Otter Tail,20 To 49,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,56537
Snap Fitness,3835 Supreme Ct Nw Ste 1,Bemidji,MN,Beltrami,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56601
Snap Fitness,1203 Center Ave W,Dilworth,MN,Clay,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56529
Janssen Photography,23022 Oakview Heights Dr,Fergus Falls,MN,Otter Tail,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56537
Anytime Fitness,1845 Highway 59 S Ste 600,Thief River Falls,MN,Pennington,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56701
Snap Fitness,404 N Broadway,Crookston,MN,Polk,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56716
Anytime Fitness,24400 Smiley Rd Ste 3,Nisswa,MN,Crow Wing,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56468
Curves,4532 County Road 11,Pequot Lakes,MN,Crow Wing,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56472
Snap Fitness,Po Box 528,Pequot Lakes,MN,Crow Wing,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56472
Snap Fitness,615 3rd Ave,International Falls,MN,Koochiching,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56649
Anytime Fitness,1710 Paul Bunyan Dr Nw # 112,Bemidji,MN,Beltrami,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56601
Ywca,127 S 2nd St Ste 200,Mankato,MN,Blue Earth,1 To 10,$1 To 2.5 Million,Fitness & Recreational Sports Centers,56001
Star Fitness,785 S Us Highway 59,Mahnomen,MN,Mahnomen,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,56557
Edge Fitness Inc,1201 S Broadway,Rochester,MN,Olmsted,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,55904
Life Time Fitness,2145 Ford Pkwy,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55116
Young Womens Christian Assoc,375 Selby Ave,Saint Paul,MN,Ramsey,100 To 249,Unknown,Fitness & Recreational Sports Centers,55102
Adevia Spa Salon,280 12th St Sw Ste 1,Forest Lake,MN,Washington,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,55025
Premier Fitness Studio,11361 Redwood Curv,Saint Paul,MN,Washington,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,55129
Fitness Evolution,101 14th St Ne,Buffalo,MN,Wright,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,55313
Fitness 19,4250 Lexington Ave S Ste 102,Saint Paul,MN,Dakota,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,55123
La Fitness,15135 Galaxie Ave,Saint Paul,MN,Dakota,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55124
Bally Total Fitness,3970 Sibley Memorial Hwy,Saint Paul,MN,Dakota,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,55122
Curves,110 Bridge Ave W,Delano,MN,Wright,1 To 10,"Less Than $500,000",Exercise Facilities,55328
Spalon Montage,8375 Seasons Pkwy,Saint Paul,MN,Washington,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,55125
Life Time Fitness,11989 Champlin Dr,Champlin,MN,Hennepin,100 To 249,$5 To 10 Million,Fitness & Recreational Sports Centers,55316
Curves,426 Pond Promenade,Chanhassen,MN,Carver,1 To 10,"Less Than $500,000",Exercise Facilities,55317
Fitness Evolution,26275 Fremont Dr,Zimmerman,MN,Sherburne,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,55398
Life Spa,6544 Loftus Ln W,Savage,MN,Scott,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,55378
Gold's Gym,133 Sandberg Rd,Monticello,MN,Wright,50 To 99,$1 To 2.5 Million,Fitness & Recreational Sports Centers,55362
Mask Hair Designs & Day Spa,16725 County Road 24 Ste 101,Minneapolis,MN,Hennepin,10 To 19,"$500,000 To $1 Million",Physical Fitness Clubs With Training Equipment,55447
Experience Fitness,12420 Aberdeen St Ne,Minneapolis,MN,Anoka,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55449
La Fitness,4175 W 76th St,Minneapolis,MN,Hennepin,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55435
Experience Fitness,7500 Flying Cloud Dr Ste 110,Eden Prairie,MN,Hennepin,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,55344
Snap Fitness,1213 Gilmore Ave # N,Winona,MN,Winona,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,55987
Center For Personal Fitness,402 E 2nd St,Duluth,MN,Saint Louis,50 To 99,$1 To 2.5 Million,Fitness & Recreational Sports Centers,55805
Gold's Gym,1124 Kuhn Dr,Saint Cloud,MN,Stearns,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,56301
Fitness Evolution,850 Pine Cone Rd,Sartell,MN,Stearns,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56377
Club Galeon Wellness Ctr,410 W Main St,Osakis,MN,Douglas,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56360
Relaxation Plus,2901 S Frontage Rd Ste 4,Moorhead,MN,Clay,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,56560
Perham Area Community Ctr,620 3rd Ave Se,Perham,MN,Otter Tail,100 To 249,$2.5 To 5 Million,Fitness & Recreational Sports Centers,56573
Pmi Total Fitness,124 2nd St S,Waterville,MN,Le Sueur,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,56096
"Starns, Katie Md",13359 Isle Dr Ste 1,Baxter,MN,Crow Wing,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,56425
Ymca Inc,1501 Honey Locust Dr,Northfield,MN,Rice,1 To 10,Unknown,Physical Fitness Facilities,55057
Sterling Club,300 Saint Albans St N,Saint Paul,MN,Ramsey,1 To 10,Unknown,Physical Fitness Clubs With Training Equipment,55104
Century Link,70 4th St W,Saint Paul,MN,Ramsey,1 To 10,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,55102
Spoil Me Spa,1250 S Frontage Rd Ste 2,Hastings,MN,Dakota,1 To 10,"Less Than $500,000",Health Spas,55033
Life Time Fitness,4800 White Bear Pkwy,Saint Paul,MN,Ramsey,100 To 249,$5 To 10 Million,Physical Fitness Clubs With Training Equipment,55110
Peak Performance,2210 Silver Lake Rd Nw,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Physical Fitness Facilities,55112
Fitness First Of Minnesota Inc,115 E 2nd St,Chaska,MN,Carver,1 To 10,"Less Than $500,000",Exercise Facilities,55318
Mask Hair Designs & Day Spa,11012 Greenbrier Rd,Hopkins,MN,Hennepin,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,55305
Two Roads Fitness,9708 Colorado Rd,Minneapolis,MN,Hennepin,1 To 10,"Less Than $500,000",Physical Fitness Facilities,55438
Fitness On Demand,1620 Lake Dr W,Chanhassen,MN,Carver,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55317
It Figures,7876 Century Blvd,Chanhassen,MN,Carver,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55317
Life Fitness Mfg,14150 Sunfish Lake Blvd Nw,Anoka,MN,Anoka,1 To 10,"Less Than $500,000",Exercise Facilities,55303
Yoga Bella,521 Lake Dr,Chanhassen,MN,Carver,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55317
On The Go Fitness,1011 Meadowlands Dr,Saint Paul,MN,Ramsey,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,55127
Get It Done Fitness,9323 Kirkwood Ln N,Maple Grove,MN,Hennepin,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,55369
