Company Name,Address,City,State,County,Employee Count,Annual Sales,Industry,Zip1
Metro Fitness,859 Windmiller Dr,Pickerington,OH,Fairfield,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43147
Hot Box Fitness,1133 Worthington Woods Blvd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43085
Fitness Firm,360 W Waterloo St Unit B,Canal Winchester,OH,Franklin,10 To 19,"$500,000 To $1 Million",Exercise Facilities,43110
Gym Extreme,7708 Green Meadows Dr Ste A,Lewis Center,OH,Delaware,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43035
Design Fitness,459 Orangepoint Dr Ste C,Lewis Center,OH,Delaware,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43035
Bikram's Yoga College Of India,510 E Wilson Bridge Rd Ste F,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Physical Fitness Facilities,43085
Personal Fitness Navigators,2803 Delmar Dr,Columbus,OH,Franklin,20 To 49,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,43209
Jazzercise,7530 E Main St,Reynoldsburg,OH,Franklin,1 To 10,"Less Than $500,000",Exercise Facilities,43068
Ymca,191 Community Dr,Urbana,OH,Champaign,50 To 99,Unknown,Physical Fitness Facilities,43078
Aussiefit,5929 E Main St,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Physical Fitness Facilities,43213
Wyandotte Athletic Club,5198 Riding Club Ln,Columbus,OH,Franklin,20 To 49,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,43213
Athletic Club Of Columbus,136 E Broad St,Columbus,OH,Franklin,50 To 99,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,43215
Oriental Martial Arts College,5336 Gender Rd,Canal Winchester,OH,Franklin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43110
Ymca,440 Nicholas Dr,Circleville,OH,Pickaway,50 To 99,Unknown,Physical Fitness Facilities,43113
Club Columbus,795 W 5th Ave,Columbus,OH,Franklin,1 To 10,Unknown,Physical Fitness Facilities,43212
Crossfit Grandview,880 Kinnear Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43212
Bj's Restaurant  Brewhouse,5141 Tuttle Crossing Blvd,Dublin,OH,Franklin,1 To 10,"Less Than $500,000",Physical Fitness Facilities,43016
La Fitness,7611 New Market Center Way,Columbus,OH,Franklin,50 To 99,$1 To 2.5 Million,Physical Fitness Facilities,43235
Forever Fit Personal Training,2745 Sherwood Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,43209
Jesse Owens Memorial Stadium,2450 Fred Taylor Dr,Columbus,OH,Franklin,20 To 49,$10 To 20 Million,Sports & Recreation Facilities Program,43210
Overload Fitness,2211 Crocker Rd Ste 120,Westlake,OH,Cuyahoga,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,44145
Seven Studios,275 S 3rd St,Columbus,OH,Franklin,Unknown,Unknown,Fitness & Recreational Sports Centers,43215
Fitness Matters,7710 Olentangy River Rd Ste 100,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,43235
Fitness Solutions,7326 State Route 19 Unit 5504,Mount Gilead,OH,Morrow,1 To 10,"Less Than $500,000",Physical Fitness Facilities,43338
Body Pure Pilates,200 W Johnstown Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Pilates,43230
Northland Family Practice,1495 Morse Rd Ste 305,Columbus,OH,Franklin,10 To 19,$1 To 2.5 Million,Physical Fitness Facilities,43229
Us Fitness,429 N 8th St,Upper Sandusky,OH,Wyandot,1 To 10,"Less Than $500,000",Physical Fitness Facilities,43351
Columbus Fitness Consultants,1640 W Lane Ave,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,43221
Fitness 5,4558 Glenmawr Ave,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43224
Marion Racquet & Health Club,1295 Harding Hwy E,Marion,OH,Marion,10 To 19,"$500,000 To $1 Million",Physical Fitness Facilities,43302
Schimmel Fitness,35 N 4th St,Zanesville,OH,Muskingum,1 To 10,"Less Than $500,000",Physical Fitness Facilities,43701
Bella Via Skin & Body Care,2865 N Reynolds Rd Ste 240,Toledo,OH,Lucas,10 To 19,"$500,000 To $1 Million",Physical Fitness Clubs With Training Equipment,43615
Shadow Valley At Central,5400 W Central Ave,Toledo,OH,Lucas,1 To 10,"Less Than $500,000",Physical Fitness Facilities,43615
Promedica Wildwood Athletic,2865 N Reynolds Rd Ste 100,Toledo,OH,Lucas,1 To 10,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,43615
Pee Wee Workout,11165 Chillicothe Rd,Chesterland,OH,Geauga,1 To 10,"Less Than $500,000",Exercise Facilities,44026
Perry Middle School,2 Learning Ln,Perry,OH,Lake,50 To 99,Unknown,Physical Fitness Facilities,44081
Jazzercise,7763 Fairview Ave,Mentor,OH,Lake,1 To 10,"Less Than $500,000",Physical Fitness Facilities,44060
Y Mca Child Care,1226 Woodsdale Park Dr,Toledo,OH,Lucas,1 To 10,Unknown,Exercise Facilities,43614
Ymca,1121 Tower Blvd,Lorain,OH,Lorain,10 To 19,Unknown,Physical Fitness Facilities,44052
Origin Gym,129 Reichart Ave Unit 1,Steubenville,OH,Jefferson,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,43953
School Age Child Care,320 Aldrich Rd,Vermilion,OH,Lorain,1 To 10,"Less Than $500,000",Physical Fitness Facilities,44089
Inner Circle Personal Fitness,640 S Main St,Wellington,OH,Lorain,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44090
"Gaber-Patel, Karen M Do",630 E River St,Elyria,OH,Lorain,1 To 10,"Less Than $500,000",Physical Fitness Facilities,44035
Sportco,300 Sunrise Center Dr,Zanesville,OH,Muskingum,20 To 49,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,43701
Ymca,933 Mentor Ave,Painesville,OH,Lake,100 To 249,Unknown,Physical Fitness Facilities,44077
Martha's La Look Day Spa,8535 Tanglewood Sq,Chagrin Falls,OH,Geauga,10 To 19,"$500,000 To $1 Million",Physical Fitness Clubs With Training Equipment,44023
Harness Cycle,2901 Detroit Ave,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44113
A J's Spa Millennium,3365 Richmond Rd Ste 120,Beachwood,OH,Cuyahoga,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,44122
Gemini Quest,6554 Royalton Rd,North Royalton,OH,Cuyahoga,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,44133
Cleveland Rock Gym Inc,21200 Saint Clair Ave Ste 4,Euclid,OH,Cuyahoga,1 To 10,$1 To 2.5 Million,Physical Fitness Facilities,44117
Red Fitness,3554 Mayfield Rd,Cleveland,OH,Cuyahoga,20 To 49,"$500,000 To $1 Million",Physical Fitness Clubs With Training Equipment,44118
Fit Mind Cleveland,20545 Center Ridge Rd Ste 448,Rocky River,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44116
"Coale, Robert M Md",7255 Old Oak Blvd Ste C405,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44130
Salon 180,85 S Main St Ste D,Hudson,OH,Summit,10 To 19,"Less Than $500,000",Exercise Facilities,44236
Yukon Fitness Equipment,23700 Aurora Rd Ste B,Bedford,OH,Cuyahoga,10 To 19,$2.5 To 5 Million,Health Clubs Studios & Gymnasiums,44146
Red Fitness,1255 Columbia Rd,Westlake,OH,Cuyahoga,20 To 49,$1 To 2.5 Million,Physical Fitness Facilities,44145
Ocean Yoga,28045 Ranney Pkwy,Westlake,OH,Cuyahoga,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,44145
Washington Court Athletic Club,3430 Medina Rd,Medina,OH,Medina,20 To 49,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,44256
Solaire Spa & Salon,111 1st St,Hudson,OH,Summit,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,44236
Garan Fitness Consulting,125 W Williams St,Kent,OH,Portage,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44240
Towpath Tennis Ctr,2108 Akron Peninsula Rd,Akron,OH,Summit,20 To 49,$1 To 2.5 Million,Physical Fitness Facilities,44313
Subway,1340 N Lexington Springmill Rd,Mansfield,OH,Richland,1 To 10,"Less Than $500,000",Physical Fitness Facilities,44906
Ymca,210 High St Nw Ste A,Warren,OH,Trumbull,1 To 10,Unknown,Physical Fitness Facilities,44481
Ymca,111 W Smiley Ave,Shelby,OH,Richland,50 To 99,Unknown,Physical Fitness Facilities,44875
Amadeus Spa,4465 Hills And Dales Rd Nw,Canton,OH,Stark,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,44708
Octane Fast,2011 Allen Ave Se Ste B10,Canton,OH,Stark,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,44707
Curves,38 Lerue St,Apple Creek,OH,Wayne,1 To 10,"Less Than $500,000",Exercise Facilities,44606
Studio Oxygen,584 E Main St Ste 24,Canfield,OH,Mahoning,10 To 19,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,44406
Curves,283 E Mccauley Dr,Uhrichsville,OH,Tuscarawas,1 To 10,"Less Than $500,000",Physical Fitness Facilities,44683
Balance Fitness,1155 Stone Dr,Harrison,OH,Hamilton,1 To 10,"Less Than $500,000",Physical Fitness Facilities,45030
Tude Fitness,531 Jackson Ave Nw,Massillon,OH,Stark,1 To 10,"Less Than $500,000",Physical Fitness Facilities,44646
Curves,114 S Washington St Ste B,Millersburg,OH,Holmes,1 To 10,"Less Than $500,000",Physical Fitness Facilities,44654
Hunter Ridge Farm,2269 Possum Hollow Rd Se,New Philadelphia,OH,Tuscarawas,1 To 10,"Less Than $500,000",Gymnasiums,44663
Camp Tippecanoe,81300 Stewart Rd,Tippecanoe,OH,Harrison,20 To 49,$1 To 2.5 Million,Physical Fitness Facilities,44699
Explosion Fitness Solutions,4934 Wunnenberg Way,West Chester,OH,Butler,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45069
Curves,4432 S Dixie Hwy,Franklin,OH,Warren,1 To 10,"Less Than $500,000",Exercise Facilities,45005
Ymca Camp Kern,5291 State Route 350,Oregonia,OH,Warren,100 To 249,Unknown,Exercise Facilities,45054
Cincy Volleyball Club,729 Rosemont Ave,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45205
Bodymind Balance,3440 Edwards Rd,Cincinnati,OH,Hamilton,1 To 10,Unknown,Exercise Facilities,45208
Cincinnati Cryo Spa,3215 Brotherton Rd,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45209
Ymca,1425 Linn St,Cincinnati,OH,Hamilton,20 To 49,Unknown,Physical Fitness Facilities,45214
Mighty Vine Wellness Club,2347 Vine St,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Physical Fitness Facilities,45219
Newbody's,11123 Reading Rd,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Physical Fitness Facilities,45241
Sensible Fitness,11145 Luschek Dr Unit B,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Physical Fitness Facilities,45241
Ymca,2039 Sherman Ave,Cincinnati,OH,Hamilton,20 To 49,Unknown,Physical Fitness Clubs With Training Equipment,45212
Total Fitness,9030 Country Club Rd,Piqua,OH,Miami,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,45356
Mercy Holistic Health & Wllnss,7495 State Rd Ste 200,Cincinnati,OH,Hamilton,10 To 19,$1 To 2.5 Million,Physical Fitness Facilities,45255
White Willow School Of Tai Chi,7433 Montgomery Rd,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Exercise Facilities,45236
Darke County United Way,207 E 4th St,Greenville,OH,Darke,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45331
Ymca,594 E Main St,Jackson,OH,Jackson,10 To 19,Unknown,Physical Fitness Clubs With Training Equipment,45640
Washington Twp Recreation Ctr,895 Miamisburg Centerville Rd,Washington Township,OH,Montgomery,50 To 99,$2.5 To 5 Million,Physical Fitness Facilities,45459
Delta Sports,7908 Graceland St,Dayton,OH,Montgomery,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45459
Personal Trainers,1032 Shroyer Rd,Dayton,OH,Montgomery,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,45419
Dayton Foundation,500 Kettering Tower,Dayton,OH,Montgomery,20 To 49,Unknown,Physical Fitness Clubs With Training Equipment,45423
"Yohner, Diana",2280 Miamisburg Centerville Rd,Dayton,OH,Montgomery,1 To 10,"Less Than $500,000",Pilates,45459
City Of Springfield,3140 E Leffel Ln,Springfield,OH,Clark,1 To 10,"Less Than $500,000",Gymnasiums,45505
Ymca,100 Mill St,Chillicothe,OH,Ross,50 To 99,Unknown,Physical Fitness Facilities,45601
Sally Beauty Supply,1075 N Bridge St Ste 198,Chillicothe,OH,Ross,1 To 10,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,45601
Proactive Fitness Llc,4427 Frontenac Dr,Dayton,OH,Greene,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45440
Family Fitness Ctr,3054 Whippoorwill Ave,Lima,OH,Allen,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,45807
Spencerville Fitness,109 S Broadway St,Spencerville,OH,Allen,1 To 10,"Less Than $500,000",Physical Fitness Facilities,45887
Power Train Components Inc 824,824 E Edgerton St,Bryan,OH,Williams,1 To 10,Unknown,Physical Fitness Facilities,43506
Elite Sports Academy,226 N Madison St,Republic,OH,Seneca,1 To 10,"Less Than $500,000",Gymnasiums,44867
Green Family Ymca,3800 Massillon Rd,Uniontown,OH,Summit,100 To 249,Unknown,Physical Fitness Ct,44685
Salvation Army,27625 Chardon Rd,Willoughby Hills,OH,Lake,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,44092
Gahanna Cyclone Gymnastics,6800 Commerce Court Dr,Blacklick,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43004
Ymca,6767 Refugee Rd,Canal Winchester,OH,Franklin,100 To 249,Unknown,Fitness & Recreational Sports Centers,43110
Bodyjetics Women's Shaping Ctr,3410 Maple Ave,Zanesville,OH,Muskingum,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43701
Contours Express,9410 Gettysburg Dr,Twinsburg,OH,Summit,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44087
Valley Fitness,1574 Akron Peninsula Rd,Akron,OH,Summit,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44313
York Gym,7389 State Rd,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44134
National Office,15655 Brookpark Rd,Brookpark,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44142
Pharmaco Therapy Research Inc,1212 Brandywine Blvd,Zanesville,OH,Muskingum,1 To 10,Unknown,Fitness & Recreational Sports Centers,43701
Cedarville Clg Centennial Libr,251 N Main St,Cedarville,OH,Greene,50 To 99,Unknown,Fitness & Recreational Sports Centers,45314
Kleptz Family-Ymca,1200 W National Rd,Clayton,OH,Montgomery,100 To 249,Unknown,Health Clubs Studios & Gymnasiums,45315
Inch By Inch,841 Marion Pike,Ironton,OH,Lawrence,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45638
Dayton Musicians Assn,Po Box 60026,Dayton,OH,Montgomery,10 To 19,$1 To 2.5 Million,Fitness & Recreational Sports Centers,45406
Center For Healthy Living,214 Elm St,London,OH,Madison,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,43140
Cambridge Fitness Ctr,56945 Wood Rd,Senecaville,OH,Noble,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43780
Western Reserve Racquet-Ftnss,11013 Aurora Hudson Rd,Streetsboro,OH,Portage,20 To 49,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,44241
Ultimate Body Transformers Llc,2490 Lee Blvd,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44118
Psycle Inc,24945 Detroit Rd,Westlake,OH,Cuyahoga,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44145
Jewish Community Ctr-Yngstwn,505 Gypsy Ln,Youngstown,OH,Mahoning,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44504
Miami Athletic Club,930 Lila Ave,Milford,OH,Clermont,20 To 49,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,45150
Fitworks Fitness Ctr,7060 Ridgetop Dr Ste C,West Chester,OH,Butler,10 To 19,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,45069
Superkick Teamzone,409 Orangepoint Dr,Lewis Center,OH,Delaware,1 To 10,"Less Than $500,000",Physical Fitness Ct,43035
Jcc Diamond Family Fitness,1125 College Ave,Columbus,OH,Franklin,100 To 249,$5 To 10 Million,Physical Fitness Ct,43209
Anytime Fitness,6047 Gender Rd,Canal Winchester,OH,Franklin,1 To 10,"Less Than $500,000",Physical Fitness Ct,43110
Subway,480 W Cherry St,Sunbury,OH,Delaware,1 To 10,"Less Than $500,000",Physical Fitness Ct,43074
Team Edge Performance,14461 Worthington Rd Sw,Pataskala,OH,Licking,1 To 10,"Less Than $500,000",Physical Fitness Ct,43062
Ultimate U Total Health,5791 Zarley St Ste B,New Albany,OH,Franklin,20 To 49,$1 To 2.5 Million,Physical Fitness Ct,43054
World Gym,1245 Worthington Woods Blvd Ste A,Columbus,OH,Franklin,10 To 19,"$500,000 To $1 Million",Physical Fitness Ct,43085
Anytime Fitness,680 N State St,Westerville,OH,Delaware,10 To 19,"Less Than $500,000",Physical Fitness Ct,43082
New Albany School Age Childcre,65 S 4th St,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Physical Fitness Ct,43215
Bethel Village Club House,2480 Bethel Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Physical Fitness Ct,43220
Ywca,900 Harvey Ct,Columbus,OH,Franklin,10 To 19,Unknown,Physical Fitness Ct,43219
Metro Fitness Central,9 E Long St Fl 1,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Physical Fitness Ct,43215
Mc Connell Heart Hospital,3525 Olentangy River Rd,Columbus,OH,Franklin,10 To 19,$1 To 2.5 Million,Physical Fitness Ct,43214
"Merryman, Scott H Md",3773 Olentangy River Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Physical Fitness Ct,43214
Anytime Fitness,26611 Dixie Hwy Ste 131,Perrysburg,OH,Wood,1 To 10,"Less Than $500,000",Physical Fitness Ct,43551
Ohio State University,1480 W Lane Ave,Columbus,OH,Franklin,"1,000 To 4,999",Unknown,Physical Fitness Ct,43221
Premier At Sawmill,3111 Hayden Rd,Columbus,OH,Franklin,20 To 49,"$500,000 To $1 Million",Physical Fitness Ct,43235
Curves,121 S 5th St Ste C,Fremont,OH,Sandusky,1 To 10,"Less Than $500,000",Physical Fitness Ct,43420
Slim & Fit,7661 Crile Rd Ste 3,Painesville,OH,Lake,1 To 10,"Less Than $500,000",Physical Fitness Ct,44077
Jto Inc,6011 Heisley Rd,Mentor,OH,Lake,20 To 49,$2.5 To 5 Million,Physical Fitness Ct,44060
Anytime Fitness,322 S Hollywood Blvd # 1,Steubenville,OH,Jefferson,1 To 10,"Less Than $500,000",Physical Fitness Ct,43952
Body Defined Training-Pilates,5703 Main St # F,Sylvania,OH,Lucas,1 To 10,"Less Than $500,000",Physical Fitness Ct,43560
Ladies Movement,510 Commerce Park Blvd Ste B,Northwood,OH,Wood,20 To 49,"$500,000 To $1 Million",Physical Fitness Ct,43619
Main Street Gym,669 E Main St,Geneva,OH,Ashtabula,1 To 10,"Less Than $500,000",Physical Fitness Ct,44041
White Cloud Studio,8 E Washington St,Chagrin Falls,OH,Cuyahoga,1 To 10,"Less Than $500,000",Physical Fitness Ct,44022
Curves,15713 Detroit Ave,Lakewood,OH,Cuyahoga,1 To 10,"Less Than $500,000",Physical Fitness Ct,44107
Anytime Fitness,11517 Clifton Blvd,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Physical Fitness Ct,44102
Empowering Punch,1512 Southpark Ctr,Strongsville,OH,Cuyahoga,1 To 10,"Less Than $500,000",Physical Fitness Ct,44136
Anytime Fitness,3318 Warren Rd,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Physical Fitness Ct,44111
Rezults Downtown Fitness,1500 W 3rd St Ste 550,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Physical Fitness Ct,44113
Anytime Fitness,28500 Miles Rd Unit L,Solon,OH,Cuyahoga,1 To 10,"Less Than $500,000",Physical Fitness Ct,44139
Evolve Performance-Mma,387 Medina Rd Ste 1100,Medina,OH,Medina,1 To 10,"Less Than $500,000",Physical Fitness Ct,44256
"Harris, Tina",6909 Royalton Rd Ste 201,Brecksville,OH,Cuyahoga,1 To 10,"Less Than $500,000",Physical Fitness Ct,44141
Body Builders,597 E Tallmadge Ave,Akron,OH,Summit,1 To 10,"Less Than $500,000",Physical Fitness Ct,44310
Ramada Plaza,20 W Mill St,Akron,OH,Summit,100 To 249,$5 To 10 Million,Physical Fitness Ct,44308
Summer's Fitness 24 7,8050 Frank Ave Nw,North Canton,OH,Stark,1 To 10,"Less Than $500,000",Physical Fitness Ct,44720
Springside Racquet Club,215 Springside Dr,Akron,OH,Summit,1 To 10,"Less Than $500,000",Physical Fitness Ct,44333
